#Thorlabs FTS
[SpectrumHeader]
#Date;20191014
#Time;17095566
#GMTTime;15095566
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;100.000000
#TriggerMode;0
#InterferometerSerial;M00411244
#Source;
#AirMeasureOpt;0
#WnrMin;9014.862305
#WnrMax;20072.423828
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS175
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
4.981959229e+02;6.847217679e-03
4.983526611e+02;4.542464856e-03
4.985093994e+02;6.521073636e-03
4.986661682e+02;6.129700225e-03
4.988229370e+02;6.173186004e-03
4.989797058e+02;6.781988777e-03
4.991364746e+02;7.695192937e-03
4.992932739e+02;6.564559415e-03
4.994500732e+02;6.064471323e-03
4.996069031e+02;4.803380463e-03
4.997637329e+02;6.760246120e-03
4.999205627e+02;8.390966803e-03
5.000773926e+02;7.456020452e-03
5.002342529e+02;4.868609365e-03
5.003911133e+02;5.651355255e-03
5.005480042e+02;7.129875943e-03
5.007048645e+02;5.325211212e-03
5.008617859e+02;5.520897917e-03
5.010186768e+02;7.629964035e-03
5.011755981e+02;5.086038727e-03
5.013325195e+02;6.477587391e-03
5.014894409e+02;5.781813059e-03
5.016463928e+02;6.760246120e-03
5.018033447e+02;7.021161262e-03
5.019602966e+02;5.999242421e-03
5.021172791e+02;5.760069937e-03
5.022742615e+02;8.195281029e-03
5.024312439e+02;8.130052127e-03
5.025882568e+02;7.977850735e-03
5.027452698e+02;6.934189703e-03
5.029022827e+02;9.086742066e-03
5.030593262e+02;7.542992011e-03
5.032163696e+02;3.564032027e-03
5.033734131e+02;6.716759875e-03
5.035304565e+02;7.195104845e-03
5.036875305e+02;5.346953869e-03
5.038446045e+02;7.325562648e-03
5.040017090e+02;6.020985544e-03
5.041588135e+02;6.325386930e-03
5.043159180e+02;5.368696991e-03
5.044730225e+02;7.586478256e-03
5.046301575e+02;7.586478256e-03
5.047872925e+02;7.629964035e-03
5.049444580e+02;7.912622765e-03
5.051016235e+02;7.586478256e-03
5.052587891e+02;8.543168195e-03
